DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke
20,30.3,6.2,37.3,58.2,28,10.5,10.4,3.21
7,32,5.8,36.7,36.6,27.1,9.6,11.6,2.8
9.4,26.2,5.5,28.7,41,26.6,15.2,13.2,1.7
9.7,28.9,6.1,35,36.2,26.6,13,14.9,3.7
11.5,32.9,6.5,29.1,32.4,16.2,6,12,4
6.9,35.5,6.1,33.2,36.9,31,5,9.8,4.4
8.7,30.9,7.3,32.9,34.2,20,8.3,9.8,5
7.5,29.6,6.9,44.6,33.9,29.9,6.3,11.5,5.9
10.4,31.4,9.2,35.8,38.7,21.2,11.1,11.7,2.8
10.4,33.3,6.2,38.5,37.8,20.7,12.3,13.9,4.4
22.6,50.7,7,39.4,31.4,21.1,13.4,11.5,4
15.1,38.9,5.9,28.5,43.5,14.8,5.9,13.8,3.1
8.9,45.3,7.3,33.2,26.7,26.7,8.8,10.8,2.8
9.8,27.1,9.3,34.1,24.6,19,11.1,9.2,2.9
9,43.8,8.1,32.2,37.2,29.8,11.9,9.7,5.2
7,29.7,4.7,39.1,37.1,18,9.5,8.8,3.3
10.1,33.1,8.2,37,43,15.7,9,12.7,6.4
10.8,34.7,5.2,35.3,55.4,15.8,5.8,12.5,1.7
10.2,26.5,9,34.7,32.1,28.9,11.1,11.2,3
10,48.3,7.3,35.7,30.2,14.2,4.2,10.2,2.5
12.6,39.4,4.1,42.7,30.9,20.3,6,9.2,3.8
12.2,36.3,6.5,36.5,37.8,39,9.9,10.5,2.1
12.7,30,7.2,11.8,36.3,24.3,9.8,12,3
10.5,26.8,8.6,32.9,46.2,17.6,5.7,13,2.7
8.7,28.1,5.1,39.3,37,26.2,6.3,11.2,3.9
12.9,25.6,6.1,36.7,34.5,24.1,6,10.3,4.1
9.2,29.7,9.3,36,41.6,12.4,13.3,9.6,3.6
8.8,26.6,9,34.8,31.6,27,10.8,9.8,2.2
15.9,38.9,4.7,37,27.3,22.6,6,8.4,2.4
10.3,26.4,7.9,36.4,42.6,14.2,9.6,12.4,2.1
6.2,37.5,5,33.3,27.5,26.6,5.7,10.3,2
9.2,29.7,7.3,38.4,38.1,21,9.6,10.3,2.6
7.4,39.9,10.3,36.1,49.8,24.5,12.8,10.1,8.1
11.2,35.6,7.5,38.2,44.6,17.97,5.8,9,1.2
22.7,45.3,6.9,36.9,25.8,13.7,3.6,12.7,1.9
16,32.3,5.1,35.4,43.3,18.9,11.4,10.5,4.1
10.4,36.1,5.1,36.1,32.7,20.7,5,11,2.8
9.4,27.7,2.1,34.7,53.5,26.6,12.6,9.1,3.4
10.2,30.47,7.4,38.1,37.9,13.4,12.8,9.4,3.9
9.3,29.8,7.2,39.8,52.8,20.2,6.9,9.1,3.2
12,30.3,5.2,20.8,41.6,13.2,7.9,11.1,2.2
12.7,28.8,5.8,33,35.9,34.7,9.2,11.7,2.3
6.3,49.1,11,34.8,37.7,35.4,8.1,9.3,6.8
12.2,23.5,5.6,35.6,35.1,30.3,6.9,9,1.7
7.2,28,10.1,37.8,39.2,27.2,4.6,9.9,5
14,46.5,5.7,23.3,47.5,16,7,9,4.2
12,27.4,6.9,37.6,28.9,26.7,5.9,11.4,2.7
10.3,32.2,8.3,31.8,40.6,16.3,8.3,10.5,3.2
8.8,35.5,3.5,38.1,33,11.8,13.6,10.2,3
16.5,33.2,7,36.4,57.1,24.8,10.4,8.8,3.6
9,32.7,10.9,24.2,33.2,28.7,10,11.2,4
11.2,33.5,7.2,37.9,42.7,24.6,8.4,11.4,4.6
13.7,37.8,7.6,41.1,38.7,18.5,8.9,9.2,3.2
10.3,28,5.6,30.2,34,17.6,14.3,10.7,7.1
11.5,28.4,5.6,31.8,46.1,31,10.4,10.7,1.7
12.1,32.3,6.8,43.1,27.8,30.6,5.1,9.74,2.9
23,27.5,8.5,23,40.5,28.2,8,11.1,2.9
10.8,31.2,7.7,37.7,35.3,27.6,7.2,10.2,3.5
10.7,26.2,9,36.9,37.2,27.6,6,9,3
13.6,35.6,9.8,37.4,30,16.1,13.4,12.2,3.5
7.4,32.4,11.1,29.9,41.8,26.2,6,10.5,6.6
10.5,31.2,6,41.6,24.6,28.6,13.5,12.5,2
9.1,27.6,4.8,34.1,38.4,25.4,9.2,12.3,3.3
5.5,33.4,4.5,35.1,29.3,21.1,8.9,10.5,4.6
13,33.3,7.3,35.6,36.2,19.9,6.5,14.4,2.7
11.8,29,5.2,28.8,42.5,26,12,10.1,3.2
5.1,32.6,6.5,35.3,34.9,33.7,9.5,12.2,4.8
9.4,24.7,8.1,35.2,29.3,11.6,12.6,10.9,3.1
9.7,27.1,9.1,37.2,39,11.9,7.7,10.5,2.6
20.3,26.6,7.2,34.8,33.7,23.2,13.3,9.9,2.1
8.1,38.8,8.8,31.7,57.7,27.7,7.3,9.7,3.2
8.2,26.2,9.5,34.9,38.7,18.9,6.3,11.7,2.1
23.1,32.5,10.7,31,46.2,16.5,9.5,8.8,6
10.3,31.3,8.5,33.8,38.2,14.5,5.8,9.4,2.2
7.2,32,3.5,38.9,42.3,32.6,6.6,8.6,2
10,34.6,4.9,35.6,45.3,15.1,11.4,12.9,2.6
9.1,37.5,6.8,38.5,31.6,22.6,14.2,12.9,1.7
22.4,40.1,6.5,38.5,31.4,23.7,6.3,8.7,2.6
12.8,38.3,6.7,31.3,55.1,18.9,7.4,11.9,1.8
9.2,48.8,4,41.8,38.1,35.5,13.2,9.7,2
10.5,37.7,6.6,37.7,34.3,17.9,11.5,9.3,2.8
10.7,34.1,4.5,40,36.7,15.3,10,11.3,3.6
14.6,29,4.8,14.5,55.8,25.3,7.8,14.1,3.3
7.5,28.7,3.4,37.5,34.1,32.3,11.1,9.5,3.4
9.6,29,5.7,33.3,33.3,22.8,13.4,10.1,7.2
2.5,27.7,9,30.4,28.3,27.4,6.5,10.8,7.7
11.8,36.3,8.2,31.2,35.5,21,6,12,5.8
12.7,40.6,3.3,36.2,36.6,21.8,5.7,10.3,2.6
10.3,44.3,2.6,38.2,38.4,25.4,5.9,11.8,3.4
11,46.5,1.4,37.8,35.4,19.2,10,11.3,2.1
10.81,33.3,7.7,34.7,28.7,13.9,6.2,9.7,3.8
13.8,29.3,6.6,37.7,18.4,22.8,13.1,9.1,2.4
14.1,25.6,4.7,27.7,37,17.9,7.5,10.2,3.4
11,38.4,4.6,38.9,36.8,18.6,6.7,9.8,3
19.7,46.2,6.6,33.8,34,25.2,12.4,8.8,4.7
10.5,32.2,10.2,36,31.8,30.5,8.8,13.3,2.3
8.5,50.9,9.6,33.4,41.6,15.1,10.5,9.3,2.7
7.6,35.8,7.3,33.5,50.4,25.1,6.3,10.5,4.6
14,27.3,3.7,33.4,31.5,23,8.5,9.9,4.4
14.3,33.7,7.8,26.2,40.4,23.9,6.5,10.9,3.3
11.8,25,8.6,30.2,27.8,24.5,5.4,11,1.5
8.8,29,7.5,33,39.5,32.1,8.9,12.1,3.2
8.1,32.8,7.5,36.8,29.4,24.4,12.7,10.3,7.5
10.7,42.5,9.6,25.1,27.8,32.2,10.2,13.2,3.1
22,35,11.7,32.2,30.4,23.2,9.5,8.7,3.6
17.7,27.6,5.4,38.1,42.4,14,6.7,9.5,2.1
14.3,40.6,3.1,36.7,38,19.1,12.2,14.7,3
6.4,25.7,7.5,34.3,33.9,16.3,10.4,9.2,4.5
7.9,30.3,8.1,27.4,32,22,7.7,10,3.3
11.5,49.1,6.5,30.5,47.2,25.5,10.8,10.5,3.2
13.8,35.5,5,34.7,33.5,23.8,7.6,13.7,3.4
9.5,32.4,4.5,38.9,40.6,17.9,6.1,9.7,2.4
14.1,27,6.7,35.3,34.3,18.2,15.9,10.2,3.1
5.6,27.9,8.6,30.3,35.5,32,7.1,9.5,6.4
16.2,30.9,11,39,37,19.8,9.7,9.9,2.1
18.1,45.5,7.1,36.3,33.7,20.2,9.6,10.7,2.9
10.8,29.4,8.9,26.6,34.5,26.1,9.8,11,2.7
6.2,32.1,7.1,36,37.3,33.2,12.6,9.7,3.4
7.5,24.9,8.8,33.8,34.9,13.1,13.4,10.8,3.8
8.2,27.9,9.2,26.7,43.1,31,16.6,12,4.5
11.7,26,9.1,31.67,37.2,17.8,7.4,11.5,2
10.8,30.47,8.9,33.9,33.2,25.6,9.6,10.4,4.1
6.4,35,3.5,36.8,41.2,32.2,10.7,8.8,2.1
10.81,44.4,15.4,36.9,46,21.8,7,10.5,3
17.5,32.8,7.9,40.4,29.3,20,7.2,8.9,5.2
10.2,35.7,7.3,33.9,39.8,32.1,8.3,9.3,6
10.2,27.9,3.9,34.9,30.9,23.5,11,10.4,2.9
12.9,37.3,5.9,36.5,34,19.7,8.1,13.6,5.4
9.7,39.3,9.8,28.6,36.7,9.6,6.8,12.1,4.4
12,27.6,5,31.1,23.8,17.6,8.2,13.8,2.6
11.6,28.4,5.4,32.6,56.2,26.6,12,12.9,2.1
10.6,30.1,7.7,36.4,41.2,27.9,9.6,10.2,2
11,40.8,3.4,33.3,37.7,24.9,13.3,9.7,3.2
21.7,27.3,5.3,38.1,38.9,14.1,8.9,8.9,2.8
10.2,29.3,2.7,39.5,30.4,16.3,7.5,10.6,2.7
10.8,26.6,9.1,33.1,30,27.9,7.1,8.8,2.7
11.1,31.8,6.9,29.1,23.8,22.7,8.5,10.8,3.3
8.3,28.3,6.9,36.3,42.8,42.2,12.6,10.2,4.7
17.3,25.9,6.6,37.9,36.2,15.4,12.2,10.4,2.2
9.2,29.1,5.3,33.9,30,32.7,13.2,10.4,2.6
13.8,33.6,4.3,35.1,43.3,19.6,7.4,10.8,2.4
9,27.5,9.1,34.6,26.4,22.4,7.4,11.1,3.6
8.5,37.2,9.9,39.9,36.2,9.8,14.2,12.1,2.6
14,32,6.5,40.7,42.2,20.2,6.3,9.8,3.21
10.9,40.1,4.6,29.4,52.1,22.1,5.8,9.74,3.2
12.2,26.5,8.3,38.3,44.6,27.7,7.2,8,2.8
13.7,29,11,36.8,35.2,13.6,6.9,10,3.4
19,48,8.1,35.6,37.5,22.4,10.7,12.2,4.5
18.9,46.9,5.5,29.4,53.8,26.8,4.7,8.3,5.1
8.8,33.1,12.4,37.6,34.7,15.5,6.5,9.6,7.4
10.81,38.8,5.6,36.4,24.6,19.6,5.7,8.4,6.3
9.8,41.9,7.4,25.7,36.1,30.8,17.9,8.4,3
9.9,48.7,5.6,31.67,35.6,27,8,9.3,7.9
8.6,43.7,5.6,28.7,38.6,22.7,11.5,11.6,2.9
7.9,30.5,9.1,35.5,37.5,23.2,8.2,7.3,6
6.1,26.1,6.5,36.1,38.9,32.5,7.6,16.1,2.1
10,48.4,7.3,37.2,34.4,37.6,10,8.5,2.9
14.1,48.5,4.3,35.8,32.2,24.9,4.6,13.3,1.6
9.3,47.1,4.5,35.2,57,17.5,11.7,12.2,4.7
13,44.1,7.4,29.2,39.3,21.4,6.2,12.9,3.1
24.1,37.7,6.9,33.2,28.3,11.4,8.3,12,3.8
8.3,29.3,5.5,31.1,47.6,18.2,3.9,7.1,1
8.4,39.6,4.4,35.3,47.8,20.5,5.6,8.6,3.3
5.7,31.1,3.7,21.7,28.1,19.5,9.2,10.6,3.2
12.1,46.2,11.5,29.9,28.5,21.1,5.5,9.7,2.1
17.5,44.7,4.6,35.1,36.1,33.7,6.6,7.3,2.7
4.2,30.47,10.5,41,38.5,18.7,6.5,8,2.4
21.3,36.5,7.3,40.3,40.1,30.5,11,9.3,5.9
20.7,45,5,30.1,36.3,21.5,8.1,11.8,2.2
8.5,46.9,10.7,36.5,29,17.7,5.9,7.9,2.8
13.7,40.7,4.4,30.6,39.7,33.8,6.8,9,4.7
10,28.2,4.7,31.7,28.3,17.5,9.1,9,6.5
10.81,47.6,11,37.2,43.5,32.5,11.1,12.8,2.9
14.7,30.2,7.1,34.2,48.4,16.2,9.8,9.2,3.7
8.7,50.8,5.5,36.2,29.6,20.7,5.5,9,3
20.8,39.5,10.9,30.7,29.3,20.4,6.3,8,3.6
15.9,27.6,6.7,25.8,47,22.7,7.5,10.8,2.9
15.9,40.3,8.4,32.3,47.2,16.7,6.7,11.6,5
10.8,37.3,8.4,34.9,52.2,24.6,7.6,11.9,5.3
5.2,26.6,8.5,39.9,36.5,25.7,9,9.3,7.7
12.5,33.9,7,36.4,43.1,19.3,12.3,11.5,2.2
4.6,32.7,9.7,31.7,52.2,14.7,7.7,11.1,3.2
7.1,35.6,5.5,36.8,14.4,33.3,10.5,12.3,6.9
9.6,44.1,6.8,38.6,38,11.4,7,7.4,6.5
11.6,39.8,5.2,37.8,18.5,31.3,9,7,1.9
16.5,25.8,5.7,37.7,51.6,30.9,3.8,8.4,3.8
5,24.7,5.9,34.3,30.1,36.1,4.1,9.8,3.7
18.5,27.2,3.4,39.4,34.1,16.8,4.5,8.5,1.6
6.2,34.4,7.3,31.1,49.5,17,9.3,10.9,2.6
14,36.5,6.3,30.6,40.1,28.6,9.2,11.2,3.1
15.3,48.2,4.1,16.1,31.9,27.8,8.1,7.6,3.3
21.2,42.5,5.9,40,32,19.9,7,11.5,2.7
20,32.3,7.5,30,28.4,17.97,5.6,10.6,5.2
24.6,30.1,9.3,32,52.4,23.9,9.2,9.9,8.2
13.7,29,5.1,31.4,29.5,20.8,13.7,7.5,3.3
17.6,42.3,3.8,41,54.5,27.2,7.6,11.5,5.2
9.4,49.8,7.8,28.9,52.4,17.8,5.2,8.7,6.3
17.6,49,7.4,28.4,43.6,17.3,10.9,8.8,4.5
9,45.4,6.4,30.2,30.4,16.7,10,8.1,0.7
7.2,31.6,10,39.6,38.5,11.7,4.4,10.5,2.9
20.2,26.2,8,36,19.4,31.9,12,8.5,5.3
5.8,50.7,6.1,37.9,41.2,24.4,9.6,11.8,5.3
9.4,30.47,10,36.7,42,29.6,4.3,11.5,5.8
8.1,37,6.7,20.4,33,17.2,8.9,10.2,6.6
23.7,25.1,2.1,40.2,39.2,24.4,5.2,10.9,4
17,39.5,7.8,33.1,45.3,11.6,9.4,11.2,3.21
15.8,39.4,7.6,29.8,35,28.6,4.9,8.1,7.4
19,49.2,8.9,37,44.2,28.6,10.7,7.8,2.7
13.4,44.6,6.1,32.5,46.7,16.9,6.4,10.9,3
22.9,30.5,6.4,39.6,21.3,18.3,8.9,12.2,5.6
8.1,33.6,5,30.4,24,17.4,18.4,7.7,3.1
8.2,31,11.3,39.3,47.9,17.97,4.4,8.5,3
8.5,27.7,11.9,34.1,47.5,19.5,7.5,9,6.6
8.9,27.4,11.7,31.7,46,14.1,7.7,10.7,2.6
5.9,43.5,5.8,29.8,32.9,23.5,5.3,12.3,7.4
24,30,5.8,34.3,24.2,16.5,4.2,9.7,4
17.4,46,6.2,31.67,38.6,26.6,7.4,11.8,2.8
6,29.8,6.7,23.6,41.6,27.4,12.2,12.7,3.2
25.5,40.6,11.1,34.6,55.1,16.5,7.1,12.6,2.3
14.7,28,5.6,30.8,50.5,35.3,6.3,8.1,3.3
7.1,38.5,6.1,32.2,31.9,15.5,11.3,7.2,6.1
14.1,29.3,4.9,36.8,48.5,16.7,9.4,7.3,1.4
10.5,28.1,6.4,35.4,27.5,22.6,10.6,7.8,3.7
20.1,23.6,4.3,35.2,29.3,26.8,6.6,9.1,2.5
15.5,40.5,8.7,27.5,32.6,28.8,14.1,11.3,4.4
9.2,33.6,5.4,28.7,31.3,18,5.8,9,2.9
9.6,26,8.5,34.7,33.1,12.3,12.3,9,7
23.7,39.5,10.8,34.6,34,15.6,12.1,8,3.3
12.9,27.3,5.3,33,52.1,26.7,8.5,11.1,1.7
10.6,24.3,7.9,34,51.2,11.8,6.5,8.9,2.4
18.1,34,6.5,33.5,29.3,28.5,9.3,9.2,5.7
30.1,47.4,7.2,28.3,36.6,24.4,6.5,8.2,4.9
11.3,30,6.5,36.6,45.4,13.6,4.5,11,3.4
22,46.2,4.5,41.5,41.2,32.2,9,8.4,2.9
22.1,38.7,5,37.7,39,16.5,9,11.8,6.6
18.5,25.7,6.8,23.3,40.9,26.3,8.3,8.6,2.3
20,35.6,5.1,40.6,30.2,28.9,4.2,7.9,8.3
22.7,35.8,6.1,31.9,47.3,23.8,4.7,7.9,3.1
17.2,47.1,4.8,37.1,50.2,28.5,5.1,8.5,3.2
22.3,29,4.6,31.7,46.7,30.1,5.6,9.3,3.7
13.5,38.4,7.4,39.5,26.8,22.9,4.6,11.4,4.7
10.7,38.1,3.9,29.1,51.9,21.6,8.4,8.8,4
17.6,33.2,7.9,35.7,28.8,22.7,6.5,7.4,3.1
11.2,29.5,6.6,32.3,31.3,13.6,6,10.7,2.7
9.8,28.3,5.9,29.5,33.9,11.8,3.9,9.6,7.6
11,49.9,5.7,35.3,49.4,31.3,5.2,12,5.1
12.7,48,3.6,36,52.7,9.5,8.9,7.5,5.6
9.4,29.3,6.9,35.6,51.5,24.1,4.4,9.9,3.3
11.8,29.5,7.5,34.2,29,22.6,6.4,12.7,2.8
7.7,31.2,8.2,34.3,34.8,24.3,10,8.2,3.6
16,27.9,9.2,35.5,33.1,21.5,7.8,8.2,3.1
8.4,22.7,9.9,33.5,39.7,24.5,11.8,10.4,5.6
15.1,48.5,7.7,32.8,20.9,20.9,6.2,11.7,2.5
11.7,24.8,7,38.5,32.6,19.9,13.9,12.1,3.5
14,33.7,6.1,36.7,42.9,29.7,6,10,6
11.2,34.2,5.1,31.67,36.3,36.1,4.8,10.3,8.2
16.2,29.2,10.6,37.6,56.1,29,4.2,14.4,3.9
7.6,44.1,5.6,35.3,48.5,27.6,11.9,12.6,3.9
18.3,35.4,5.6,33.8,42.7,16,8.3,11.2,2.8
11.6,29.7,7.6,34.5,27.3,28.5,7,10.5,4
13.5,29.8,10.1,31.1,35.1,17.7,10.8,11.4,5.9
7.3,29.9,7.5,38.4,20.2,19.6,7,7.9,3.3
5.4,46.7,9.1,31.3,35.9,22.5,6.2,11,2
13.2,30.2,10.2,30.4,34.2,25.1,9.6,10.2,3.21
10.81,28.4,9.6,38.2,33.9,23.1,13.1,13.8,4.4
9.9,30.47,6.1,34.6,31,29.2,7.1,8.5,2.7
9.5,46.6,6.5,35.3,29.3,28.6,13.8,12.9,5.4
7.9,47.4,6.3,35.2,50.3,33.4,3.2,12,2.8
8.6,34.9,8.5,23.1,47.8,17.2,5.6,11.8,7.1
17.2,48,4.7,34.1,36.6,23.5,9.2,10.2,5.2
21.1,34.6,6.9,37.3,46,16.1,5.1,7.4,2.6
21.2,46.5,5.1,36.6,29.5,23.9,4.9,8.3,3.2
12.2,28.1,2.2,37.9,44.1,30.7,9.3,11.9,5
20.1,46.7,5.5,37.7,45.2,19.6,9.6,11.3,2.8
17,28.3,3.4,36,43.6,27.2,7,11.4,3.8
9.5,32.5,6.5,31.4,43,14.6,12.7,11.5,4.6
16.5,29.2,6.5,38.7,40.5,31.4,6.3,10.8,2.4
9.9,40.2,9.2,27,33.8,25.4,12.7,10.5,4.3
10.2,26.6,6,38.1,49.4,19.1,9.5,10.2,2.5
9.1,45.1,4.7,34.3,47,23.1,5.2,7.2,2.6
21.1,31.9,5.6,29.1,23.7,18.5,9.5,8.8,8.8
19.5,37.7,4.9,18.8,24.6,17.9,10.1,7.9,1.8
7.8,51.4,10.9,31.8,47.5,27,7.8,8.8,11.3
20.8,45.7,3.6,32.1,30.7,14.6,12.1,8.3,5.3
12.5,25.7,5.9,35.4,61.1,17.97,12,11.1,7.6
10.2,42.8,4.6,27.5,12.9,21.4,4.6,10.2,3.5
10.9,25.1,5.5,32,38.4,22.5,7.4,9.4,2.2
20.6,44.2,6.2,38.3,50.6,26.8,10.9,8.5,3.5
11.1,46,3.4,31,20.6,23.5,5.5,9.74,8.4
21.9,30.8,7.9,36.2,50.9,30.5,8.3,9.2,7.6
8.6,50,5.4,39.7,38.1,20.4,6.4,11.7,6.8
7.3,32.9,5.9,31.6,26.8,12.4,7,11.2,4.6
11.5,39.5,8.1,38.2,24.1,17.2,10.2,10.1,3.7
14.1,36.5,7.5,32.4,51,15.3,5.5,10.9,7.6
19.9,41.8,7.6,31.3,50.7,24.9,6,11.9,6.2
8.7,26.3,10.6,36.4,32.5,25.7,6.6,7.6,1.8
6.8,27.4,5.6,38.8,39.6,27.1,6.3,12.4,2
23.2,41.7,5.5,35,42.5,30.4,6.3,11.9,5.9
7.7,37.6,4.8,31.8,31.5,24,6.7,8,3.21
9.8,32.4,6.3,34.3,47,11.3,5.8,10.8,1.7
9.6,42.6,7.7,35.2,33.8,29.7,4.1,11.9,6.5
18.6,28.4,6.3,32.7,33.1,17.97,5.4,9.74,2.9
19.9,32.2,5.6,27.5,45,13.6,3.9,12.7,5.4
11.5,30.4,9.2,38.9,34.6,15.5,4.8,9.5,6.7
10.5,38.7,9.7,34.3,31.5,23.9,7.2,12.5,6.6
8.5,32.9,3.1,33.7,41.3,29.5,11.4,10.7,3.6
20.9,50.9,3.4,40.7,34.4,16.3,11.7,11.5,3.3
7.1,36.2,8,32.1,51.6,27.1,8.2,10.6,2.4
16.8,29.6,5.5,32,47,35.1,9.9,8.8,7.2
10.81,32.4,10.3,35.6,48.8,13.4,4.5,8.4,3
8.9,35.9,6.6,36.3,55.5,23.1,7.1,7.7,5.8
10.2,41.5,6.3,38,39.7,10.2,5.3,7.7,4.3
10.3,29.4,9,38.9,30.2,15.3,11.4,8.8,3.2
8.5,21.8,6.8,37.3,23.7,27.8,8.7,9.5,2.6
14,27.1,1.2,36.1,30.4,14.9,9.5,7.9,3.2
13.7,37.8,8.1,35.2,30.8,26.5,7.2,11.7,2.6
16.3,25.4,5.4,31.67,31.5,21.4,6.3,12.8,2.3
9.1,47.7,5.8,30.4,53.2,14.9,6.6,10.1,5.3
15,28.5,7.1,37.9,53.1,30,12.7,7.6,2.6
9.3,23.1,5.4,37.1,31.9,27.3,9.2,8.5,2
13.9,44.3,5.5,34.9,29.7,22.2,6.4,8.1,6.2
10.1,48.6,6.1,28.5,33.8,14.6,12,12.2,7.1
11.3,44.4,6.8,36.6,46.4,17.7,8.9,8.8,3.2
8,45.6,3.7,26.6,53.4,14.6,7.7,11.2,3
7.4,30.7,9.6,32.2,36.5,19.6,6.8,9,6.8
18.1,27,9,37.3,39.3,19.6,4.9,11.3,2.5
18.1,52.5,3.8,31.2,36.9,17,8.8,8.8,5.9
17.5,32.5,8.3,36.8,51.3,31.4,11.6,7.8,4.6
20.3,50.7,11.1,37.3,29.3,28.3,5,8.1,5.1
10.3,42.2,8.9,33.6,53.1,26.2,11.4,8.9,9.1
23.4,44.5,5.9,32,49.3,30,5.8,12,7.2
18.8,35.4,7.3,34.4,49.7,24.9,6.4,7.8,7.3
19.5,48.5,8.3,28.3,50.4,25.9,7.4,9.9,7.5
11.9,44,10.1,38.4,41.9,24.4,3.7,8.2,8.9
22,47,4.8,35,53.7,28,7.1,10.1,4.7
5.6,39.7,7,33.7,35.2,27.6,4,8.7,6.6
7.4,42.5,4.9,39.6,49.2,18.2,4.6,10.9,5.8
11.2,45.6,8,33.1,48.3,27,3,8.6,7
11.4,26.2,6.5,37.8,36.7,14.8,8.1,10.8,3.3
13.5,24.1,3,36,53.6,14,7.1,12.4,6.8
16.1,52.7,3.1,35.9,42.4,26.7,7.4,13,2.7
4.6,48,6.7,35.6,25.6,15.1,3.1,7.3,1.6
13.6,38.2,2.9,31.67,33.2,26.9,3.7,12.9,8.1
14.6,48,4.9,13.5,56.1,26.1,10.5,11.9,5.9
10.81,38.6,6.1,36.7,46.4,35.2,5,11.4,4.3
14.3,45.3,4.9,33.9,41.5,28.4,10.5,7.5,2.4
12.5,26.7,5.6,20.6,45.2,45.9,11.2,10.6,2.8
15.1,46.3,8.2,36.6,44.8,35.7,11.3,11.6,4.3
19.5,43,4.7,30.6,42.5,23.4,9,9.8,3.21
15.5,44.3,6.6,27.7,48.8,15.5,6.2,12.3,4.3
10.2,42,5.6,30.3,50.4,22.9,12.2,8.2,8.6
6.2,47.1,6.5,34.5,35.5,9.6,12.2,11.9,4.7
8.8,24.6,4.8,34.4,33.9,28.7,4,11.5,4.1
17.8,28,4.7,34.9,37.2,14.2,14.8,8.6,4
18,24.6,4.9,24.4,39.5,19,10.2,8.1,2.7
8.7,39.3,8.6,38.5,46.7,19.1,6.2,8.5,6
14.7,21.5,5.8,35.7,34.4,24.9,6.2,9.3,5
13,45.4,7.6,40.3,39.5,34,5.9,10.3,4.1
9.2,37.1,6.1,36,51.5,26.2,3.8,8,7.8
20.5,34.5,5.2,32.7,32.5,17.8,10.2,9.4,3.8
10.7,37.9,9.2,36.3,34.7,16.5,11.2,12.1,3.4
24.2,46.9,4.2,37.1,35.9,13.4,9.5,11.7,7.3
18,42.8,4.5,30.2,46.3,22.9,5.4,7.1,8.2
6.7,41.5,5.3,31.67,28.3,24.6,13.1,9.8,5.6
11.7,30.47,9.8,36.9,39,39.9,7.8,11.2,1.6
23.6,29.2,8.8,31,43.8,17.6,7.4,10.8,2.4
11.9,30.7,5.6,34.1,28.4,25.5,11.2,11.1,4.7
15,33.3,8.9,30.2,34,33,8.8,9.4,2.2
16.6,23,7.4,38.1,32.7,26.1,5.9,7.8,3.9
15,30.3,7.4,36.9,51.4,28.5,6,8.5,3.1
10.8,32.3,6.8,40.5,41.1,14.3,10.4,8.5,6.1
6.4,51.8,3.3,34,56,27.2,14,12,2.5
9.3,38.7,4.6,35.5,51.5,37.6,6.3,8.9,5.9
11.4,21.5,4.8,26.7,29.6,19.8,5,8.3,2.1
17.6,52.5,4.8,25.3,33.2,11.5,5.2,11.8,3.8
16.2,49.3,10.9,33.6,38.7,29.6,8.9,7.6,2.5
8,40.5,4.9,37.4,54.9,17.2,6.9,11.9,4.5
21.5,41,7.6,19.9,43.4,27.1,10.4,8.3,4.6
11.6,30.47,4.2,35.6,29.5,32.2,9,8,5
23.1,35.7,3.2,33.9,51.1,14.7,3.8,11.8,2.5
4.8,35.2,5.7,35.7,55.7,19.1,12.9,11.3,9.7
10.4,34.1,9.8,31.6,47.6,21,6.5,9.7,6.3
8.7,22.7,4.7,33.2,43.6,31.2,6.9,9.1,2.7
9.5,27.1,4.7,35.6,51.8,23.5,4.9,9.2,2.3
7.6,50.3,5.6,38.6,28.2,18.3,3.2,12.2,8.3
15.3,30.8,5.9,32.4,39.7,27.7,7.1,9.6,6.1
25.4,43.8,6.4,33.6,47.6,33.1,5,7.8,4
17.8,41.5,8.3,30.1,41.4,19.2,7.7,9,9.1
14.3,43,5.4,32.1,48.9,31.4,7.2,11,3.7
14.3,33.7,4.5,30.8,48.1,15.9,9.6,11.2,10
18.5,48.3,6.2,39.9,42.4,19.9,9.5,12.4,3.7
8.7,23.8,4.6,39.9,40,22.1,7.4,11.6,1.7
14.9,52.7,7.1,37.8,27.8,16.5,6.4,9.3,3.21
9.1,24.8,7,38.7,22.9,14.8,8,10.3,6.8
11.5,26.4,5.4,32.1,47.2,19.9,6.5,11.8,2.6
17,42.9,1.7,36.5,42.1,25.2,8.3,8.1,7.5
10.2,45.7,4.5,30.1,36.8,28.8,7.9,7.5,2.5
11.1,23.1,5.9,36.5,29.3,31.2,8.1,9.1,1.7
17,48,6.6,38.6,31.5,14.8,5.4,7.7,3
7.8,48.4,6.4,29.3,31.8,30.1,7,8.6,9.6
16.1,44.6,8.1,33.8,31.8,10.9,9.5,9.7,3.2
15.4,33.9,5.3,33.6,55.2,17.8,6.6,8.1,4.4
12.6,24.1,9.6,37.3,41.7,15.5,6.8,9.2,5.1
19.6,40.8,7.2,27.4,36.3,25.4,5.1,11.8,4.3
2.1,33.2,7,32.3,31.7,17.97,8.6,11.6,3.5
7,31.6,9.2,33.4,32,13.5,12.8,10.3,2.4
14.1,30.2,6.8,37.8,38.1,17.5,6.8,8.9,7.2
6.5,41.5,5.7,34.3,42.7,12.7,5.4,8.3,7.2
10.1,27.9,6.5,36.7,32.3,32.1,7.7,7.3,4.1
