HD_M_Value,HBP_M_Value,HC_M_Value,OB_M_Value,DB_M_Value,Target_Value
8.1,34.9,32.3,32,6.6,4.4
9.1,29.3,35.1,26.2,10.5,4
7.2,39,30.4,28.9,9.6,3.7
8.8,33.7,38.2,32.9,14.1,3.7
9.5,57.7,36.5,39.5,6.6,4.4
10.7,38.7,34.6,42.1,8.9,5
8.5,46.2,33.9,33.4,13.4,5.9
3.5,38.2,35.3,35.5,11.4,7.4
4.9,42.3,35.2,30.9,14.1,2.7
6.8,45.3,37.4,39.4,8.5,2.8
6.5,31.6,38.6,49.2,13.1,4.4
6.7,31.4,35.1,29.6,11,3
4,55.1,34.4,40.3,7.8,5.6
6.6,38.1,23.1,28.7,10.6,4
4.5,34.3,38.3,31.4,10.1,3.1
4.8,36.7,33.3,44.6,11.4,3.1
3.4,55.8,32.4,33.3,9.9,4.1
5.7,34.1,37.1,50.7,10.9,2.8
9,33.3,34.1,38.9,8.6,2.9
8.2,28.3,37.3,30.5,11.6,5.2
3.3,35.5,37.3,45.3,12,3.3
2.6,36.6,30,39.4,3.6,6.4
1.4,38.4,36.6,27.1,12.1,1.7
7.7,35.4,30.8,29.7,10.2,3
6.6,28.7,37.9,43.8,9.9,6.6
4.7,18.4,37.7,29.7,9.3,3
4.6,37,37.4,33.1,3.2,2.9
6.6,36.8,36,34.7,10.1,2.6
10.2,34,38.9,30.6,8.1,2.5
9.6,31.8,31.4,26.5,12.2,2.3
7.3,41.6,34.4,28.4,9.2,7.4
3.7,50.4,30.4,48.3,12,3.8
7.8,31.5,38.7,33.6,7.9,2.1
8.6,40.4,34.7,39.4,8.5,3
7.5,27.8,36.6,29.2,10.7,4
7.5,39.5,37.1,35,11,2.7
9.6,29.4,27,31,10.5,3.9
11.7,27.8,34.4,36.3,12.6,3.1
5.4,30.4,32.6,30,9.8,4.1
3.1,42.4,38.1,26.8,11.4,2.8
7.5,38,34.3,27.7,10.2,3
8.1,33.9,29.1,28.1,13.5,8.3
6.5,32,37.2,43.3,8,3.6
5,47.2,30.1,25.6,5.6,2.2
4.5,33.5,18.8,29.7,9.1,3.2
6.7,40.6,39.7,27.4,12.7,2.3
8.6,34.3,31.8,26.6,9.8,2.4
11,35.5,32.1,43.5,8.9,2.1
7.1,37,36.5,32.7,9.8,1.5
8.9,33.7,31.1,38.9,9.8,3.3
7.1,34.5,41.9,26.4,12.5,6.1
8.8,37.3,35.4,30,5.3,2
9.2,34.9,27.5,37.5,10.8,3.8
9.1,43.1,32,32,10.9,1.4
8.9,37.2,37.9,46,12.1,3.7
3.5,33.2,38.3,29.7,5.7,2.6
15.4,41.2,34.8,39.9,10.3,2.5
7.9,46,31,29.8,9,2.9
7.3,39.8,35.1,35.6,8,8.1
3.9,30.9,36.2,45.3,13.6,1.2
5.9,34,36.5,36.4,9.1,1.9
9.8,36.7,39.7,40.6,13.3,3.1
5,23.8,37.3,37.8,10,4.1
5.4,56.2,36.7,32.3,8.9,2.8
7.7,41.2,28.7,36.1,6.4,2.3
3.4,37.7,35,28,11.3,4.4
5.3,38.9,29.1,27.7,10.7,3.4
2.7,30.4,31.6,29.8,12.8,3.9
9.1,30,38.2,38.5,7.5,3.2
6.9,23.8,32.4,29,8.1,2.9
6.9,42.8,33.2,26,8.9,2.2
6.6,36.2,31.3,30.3,6.5,7
5.3,30,32.9,37.1,7,3.3
4.3,43.3,34.6,29.3,14.2,3
9.1,26.4,44.6,28.8,14.2,2.3
9.9,36.2,36.4,49.1,13,3.5
6.5,42.2,38.8,23.5,11.4,6.8
4.6,52.1,35,28,9.8,1.7
8.3,44.6,31.8,46.5,16.1,3.2
11,35.2,35.8,28.1,10.1,2.3
8.1,37.5,36.2,23.6,8.1,1.7
5.5,53.8,38.5,40.5,7.3,2.4
12.4,34.7,34.3,33.6,9.3,5
7.4,24.6,35.2,27.4,12.9,4.2
5.6,36.1,32.7,32.2,7.7,1.8
5.6,35.6,27.5,29.5,12.8,2.8
9.1,38.6,38.9,35.5,12.6,2.7
6.5,37.5,39.4,33.2,14.8,3.2
7.3,38.9,34.3,33.5,8,2.8
4.3,34.4,28.5,32.7,8.2,3
4.5,32.2,34,33.5,10.4,3.6
7.4,57,33.7,26,8.7,4
6.9,39.3,40.7,39.5,11.2,5.7
5.5,28.3,32.1,35.5,10.6,2.6
4.4,47.6,27.6,37.8,6.8,4.9
3.7,47.8,33.6,27.3,9.7,3.4
11.5,28.1,32,39.3,14.2,3.2
4.6,28.5,27.3,27.9,7.1,4.6
10.5,36.1,35.6,24.3,13.2,3.2
7.3,38.5,33.2,28,10.3,4.6
5,40.1,35.3,28.4,8,2.9
10.7,36.3,36.3,34,7.7,7.1
4.4,29,36.3,32.3,6.8,1.7
4.7,39.7,34.1,27.5,12.5,6.6
11,28.3,38,30,12.7,2.9
7.1,43.5,32.2,31.2,6.1,2.3
5.5,48.4,39.1,37.5,6.9,8.3
10.9,29.6,34.1,27.8,9.7,2.9
6.7,47,37,47.4,9.7,3.5
8.4,47.2,38.9,34.9,7.6,3.1
8.4,52.2,35.3,26.2,14.5,3.2
8.5,36.5,37.3,35.6,7.3,3
7,43.1,36.1,32.4,9.8,3.5
9.7,52.2,34.7,30,6.1,3.3
5.5,14.4,33.9,38.6,13.7,6.6
6.8,38,35.2,46.2,4.8,3.7
5.2,18.5,30.4,31.2,9.2,4.7
5.7,51.6,37.9,39.9,7.8,2
5.9,30.1,35.7,27.6,12.5,4
3.4,34.1,37.1,30.2,12.4,3.1
7.3,49.5,42.7,33.4,13.4,2.7
6.3,40.1,36.5,38.7,9.7,7.6
4.1,31.9,34.9,33.3,6.9,2.5
5.9,32,11.8,29,6.2,3.3
7.5,28.4,28.5,35.8,16.4,5.1
9.3,52.4,36.6,38.6,8.9,4.6
5.1,29.5,26.6,41.2,13.8,1.4
3.8,54.5,37,32.6,8.3,3.5
7.8,52.4,32.2,29.6,12.5,2.7
7.4,43.6,32.9,25.7,12.7,3.2
6.4,30.4,37.3,31.4,17,4.8
10,38.5,39.3,24.7,8.8,5.6
8,19.4,36.7,35.6,12.7,3.3
6.1,41.2,38.5,35.8,11.2,3.1
10,42,36,26.6,14.6,2.6
6.7,33,31.2,27.1,9.5,2.1
2.1,39.2,34.8,47.1,13.1,3.8
7.8,45.3,36.4,26.6,6.1,3.2
7.6,35,36.8,38.8,6.1,2.1
8.9,44.2,37.3,26.2,11.7,5
6.1,46.7,37,29,5.9,2.8
6.4,21.3,33.6,32.5,15.7,2.5
5,24,36.4,37.3,8,6
11.3,47.9,32,38.4,5.7,2.2
11.9,47.5,34.4,38.1,8.7,2
11.7,46,33.3,30.1,9.6,2.6
5.8,32.9,38.4,31.3,9.5,3.6
5.8,24.2,28.3,32,12.7,4.4
6.2,38.6,31,34.6,8.4,2.6
6.7,41.6,37.5,33.2,7.7,1.7
11.1,55.1,38.4,37.5,10.3,2.6
5.6,50.5,36.1,29.5,7,1.8
6.1,31.9,38.2,40.1,7.5,3.1
4.9,48.5,35,38.3,9.4,5.6
6.4,27.5,35.6,51.4,9,2.5
4.3,32.6,36.9,28.3,10.9,2
8.7,31.3,33.7,48.8,11.4,2
5.4,33.1,39.6,37.7,12.2,3.6
8.5,34,33.1,49.9,14.2,2.8
10.8,52.1,35.4,34.1,3.8,3.6
5.3,51.2,36.1,29.8,15.7,3.3
7.9,29.3,34.7,29,9.7,3.5
6.5,36.6,37.8,36.7,5.5,3.5
7.2,45.4,36,42.2,13.8,6
6.5,41.2,35.9,48,8.5,1.8
4.5,39,35.6,29.3,9.5,3.4
5,40.9,38.1,28.7,14.5,7.2
6.8,30.2,32.3,29,7.4,3.6
5.1,47.3,39.8,31.3,10.4,8.2
6.1,50.2,20.8,27.7,12.3,3.9
4.8,46.7,13.5,36.3,9.6,7.7
4.6,26.8,33.3,40.6,4.8,5.8
7.4,51.9,36.7,29.5,8.5,2.1
3.9,28.8,37.3,44.3,2.3,3.9
7.9,31.3,33.9,31.2,10.9,2.6
6.6,33.9,20.6,46.5,10,2.8
5.9,49.4,36.6,33.3,1.2,3.4
5.7,52.7,33,38.2,12.6,2.1
3.6,51.5,34.8,29.3,7.4,3.8
6.9,29,30.6,25.6,10.8,2.4
7.5,34.8,27.7,40.2,15.4,3.4
8.2,33.1,35.6,38.4,8.2,4
9.2,39.7,30.3,46.2,13,5.9
9.9,20.9,37.8,27.9,9.8,3.3
7.7,32.6,32.3,32.2,12.5,3
7,42.9,23.3,22.7,10.1,4.7
6.1,36.3,34.5,50.9,7.8,2.3
5.1,56.1,34.4,31.9,13.7,2
10.6,48.5,37.6,35.8,13.2,2.7
7.6,42.7,34.9,28.5,8.9,4.6
10.1,27.3,29.9,48.5,10.4,4.4
7.5,35.1,24.4,27.3,6.6,1.9
9.1,20.2,31.8,33.7,11.2,3.3
10.2,35.9,39.4,24.8,12.6,1.5
9.6,34.2,38.1,25,6.8,2.2
6.1,33.9,38.5,28.2,10.4,3.6
6.5,31,36.4,33.7,14.6,2.3
6.3,50.3,24.2,34.2,8.2,3.2
8.5,47.8,35.7,29.2,13.7,7.5
4.7,36.6,37.9,29,7.7,4.4
6.9,46,38.3,32.8,12.8,4.8
5.1,29.5,40.3,39.5,11.4,2.7
2.2,44.1,36,42.5,9.9,3.1
5.5,45.2,41.1,35,12.9,5.4
3.4,43.6,32.7,34.7,5.1,2.8
6.5,43,30.2,27.6,10.4,5.2
6.5,40.5,36.3,44.1,6.8,3.6
9.2,33.8,31.8,35.4,11.3,2.1
6,49.4,37.1,29.7,13.4,3
4.7,47,36.6,30.3,11.8,4.5
4.9,23.7,43.1,40.6,11.6,3.3
10.9,24.6,32.9,25.7,14.4,7.1
3.6,47.5,30.2,30.3,17,3.2
5.9,30.7,23,49.1,10.9,5.2
4.6,61.1,37.7,29.8,8,3.4
5.5,12.9,36.9,35.5,7.3,2.4
6.2,38.4,36.9,32.4,7.6,3.1
3.4,50.6,31,29.9,15.2,6.4
7.9,20.6,34.1,46.7,11.8,2.1
5.4,50.9,37.4,27,8.6,2.9
5.9,38.1,30.2,30.2,8.8,2.7
8.1,26.8,29.9,28.4,13.2,1.8
7.5,24.1,38.1,27.9,10.2,3.4
7.6,51,41.6,28.7,7,2.2
10.6,50.7,39.1,30.9,10.5,3.8
5.6,32.5,25,45.5,13.3,2.6
5.5,39.6,34.1,29.4,12.3,2.8
4.8,42.5,36.9,32.1,11.3,5
6.3,31.5,40.5,46.6,8.8,4.5
7.7,47,26.9,24.9,13.1,3.1
6.3,33.8,35.1,47.4,10.7,2
5.6,33.1,34,40.7,9.4,4.1
9.2,45,35.5,34.9,9.7,2.1
9.7,34.6,26.7,27.9,9.3,3
3.1,31.5,25.3,26,8.7,5.2
3.4,41.3,33.6,48,9.4,3.2
8,34.4,35.6,27.1,8.9,6
5.5,51.6,28.8,34.6,8.8,2.9
10.3,47,37.4,27.6,7.9,4.5
6.6,48.8,19.9,46.5,11.1,5.4
6.3,55.5,35.3,31,13.8,5
9,39.7,37.9,27.6,11.6,4.4
6.8,30.2,35.6,35,14,2.6
1.2,23.7,33.9,28.1,8.6,2.1
8.1,30.4,35.7,46.7,8.3,2.8
5.4,30.8,31.6,49.3,10.7,2
5.8,31.5,35.2,44.4,9,3.8
7.1,53.2,37.2,32.8,13,2.3
5.4,53.1,33.2,31.1,7.9,4.6
5.5,31.9,34.8,28.3,7.1,3.2
6.1,29.7,31.7,35.7,13,2.8
6.8,33.8,35.6,27.9,12.8,2.4
3.7,46.4,38.6,37.3,12.5,4
9.6,53.4,39.8,35.1,9.8,2.7
9,36.5,34.9,32.5,13.9,4.3
3.8,39.3,32.4,39.3,8.3,2.7
8.3,36.9,31,29.2,9.5,2.5
11.1,51.3,33.6,40.2,10.2,3.3
8.9,53.1,33.8,26.6,9.4,4.7
5.9,49.3,30.1,27.6,6.8,2.6
7.3,49.7,38.9,28.4,12.5,8.8
8.3,50.4,32.1,30.1,14.4,1.8
10.1,41.9,35.6,40.8,7,3.5
4.8,53.7,38.5,27.3,15,1
7,35.2,30.8,34.1,7.1,11.3
4.9,49.2,39.7,29.3,5.6,3.5
8,48.3,30.1,34.6,12.4,3.1
6.5,36.7,38.5,34.3,6.7,5.3
3,53.6,39.9,26.6,10.2,5.1
3.1,42.4,31.3,31.8,5.3,7.6
6.7,25.6,39.9,28.3,12.3,3.5
2.9,33.2,41.8,33.6,11.3,2
4.9,56.1,37.7,45.1,13.1,2.7
6.1,46.4,40,42.3,8.8,2.2
4.9,41.5,37.8,31.9,12.3,1.8
5.6,45.2,14.5,21.6,14.5,5.2
8.2,44.8,36.3,47.1,12.7,3.5
4.7,42.5,37.5,37.7,8.7,3.2
6.6,48.8,33.3,43.7,7.7,8.4
5.6,50.4,30.4,51.4,7.1,5.7
6.5,35.5,38.7,45.7,7.7,3.7
4.8,33.9,31.2,41.6,10.4,1.1
4.7,37.2,36.2,25.7,17.7,7.6
4.9,39.5,32.1,42.8,7.4,6.8
8.6,46.7,38.2,44.2,12.7,6.3
5.8,34.4,37.8,40.2,10.7,5.7
7.6,39.5,34.7,25.1,13.5,4.3
6.1,51.5,37.7,44.2,9.2,4.6
5.2,32.5,36.5,43.4,6.1,3.7
9.2,34.7,30.1,46,11.7,7.6
4.2,35.9,27.7,30.8,5.7,2
4.5,46.3,38.9,40.1,10.5,2.9
5.3,28.3,36.5,50,21.7,2.9
9.8,39,38.6,55.3,12,8
8.8,43.8,39.1,18.9,7.1,2.8
8.9,28.4,33.8,17.4,11.7,3.5
7.4,34,29.3,32.9,5.1,3.9
7.4,32.7,33.8,30,8,6.2
6.8,51.4,38.9,39.5,11.5,7.5
3.3,41.1,36,52.5,8.5,1.8
4.6,56,33.4,36.5,8,5.3
4.8,51.5,33.7,18.8,9.5,1.5
4.8,29.6,33.5,17.9,9.7,1.1
10.9,33.2,33.6,34.2,11.1,2
4.9,38.7,37.3,19.2,11.2,3.8
7.6,54.9,33.4,46.5,12.4,1.9
4.2,43.4,27.4,33.2,8.7,5.9
3.2,29.5,26.2,41.8,7.2,4.7
5.7,51.1,30.2,26.3,9.8,5.7
9.8,55.7,32.3,21.9,10.1,3.2
4.7,47.6,33.4,46.6,13,6.5
4.7,43.6,37.8,27.4,5.2,1.7
5.9,51.8,34.3,45,14.5,4.6
6.4,28.2,36.7,27,13,6.5
8.3,39.7,40.7,41.7,10.7,1.1
5.4,47.6,33,18.2,22,2.9
4.5,41.4,36.8,37.6,7.6,1.1
6.2,48.9,25.1,32.4,11.6,4.7
4.6,48.1,34.5,25,5.8,5.4
7.1,42.4,33.3,42.6,9.6,5.5
7,40,32.2,25.3,9.3,6.7
5.4,27.8,36.8,25,8.7,6.6
1.7,22.9,34.4,24,7.6,3.6
4.5,47.2,33.7,26.7,10.6,3.6
5.9,42.1,38.1,28.4,12.9,2.7
6.6,36.8,36,32.2,12.9,4.1
6.4,31.5,36.7,24.3,2.7,3.3
8.1,31.8,41.2,36.6,7.6,4.3
5.3,31.8,34.8,46.7,9.7,2.4
9.6,55.2,36.7,27.5,8.1,1.5
7.2,41.7,31.1,28.6,8.8,2.7
7,36.3,37.2,38.5,13.6,7.2
9.2,31.7,37.5,30.4,9.2,3.4
6.8,32,34.3,19.2,9.3,4.7
5.7,38.1,34.4,17.7,10,2.4
6.5,42.7,32.5,46.8,7.3,2.5
7,32.3,36.1,32.2,6,1.4
9.1,52.1,27.4,28.4,5.6,1.8
8.5,31.9,30.5,30.8,9.9,3
2.8,30.7,31.4,42.4,8.9,5.8
8.7,43.9,34.7,19.3,5.5,4.3
7.6,31.9,38.9,21,9,1.3
4,38,30.9,37.8,16.5,3.2
4,51.7,34.8,33.5,5.4,1.4
3.8,45.8,35.3,39,13.7,3.5
5.5,38.3,30.3,38.7,7.8,2.6
7.1,26.6,34.6,39.3,7.5,1.5
9.2,56.2,31.9,24.2,15.3,3.2
4.4,30.6,37.4,32.9,8.6,5.4
7.8,53.8,33.8,19.5,11.1,5.3
5.6,32.2,33.5,28.8,25.5,2.7
4.8,51.3,31.7,50.9,12.3,2.6
5,51.1,32.5,33.2,9.4,1.5
5.6,56.4,36.3,36.2,13,6.2
4.8,29.2,38.1,30.3,13.4,6.1
9.9,54.6,35.9,31.6,7.3,3
5.9,46.8,36.4,38.9,12,1.9
7.8,39.7,39,35.2,12.1,1.3
6.8,26.8,27.6,47.2,11.5,2.3
6.9,27.5,36.3,36.3,4.7,5.3
5,31.7,26.6,45.7,10.3,2.6
6.6,39.5,36,29.6,9.3,2
4.9,34.6,33.8,29.9,5.1,6.2
8.4,40.3,36.1,32.4,12,3.8
5,35.7,34.8,35.9,6.1,7.1
2.6,42.6,26.7,17,9.1,7.3
4,33.9,32.4,23.3,13.2,2.4
10.8,28,34.1,26.1,12,3.7
5.7,18.4,33.9,29.9,9.8,1.6
8.9,47.5,31.1,37.6,16.5,3.2
4.2,49.7,36.8,21.6,5.7,3
7.1,28.9,36.9,24.5,6.7,1.4
2.3,36.8,27.9,41.5,9.3,3.9
7.9,48.2,35.2,29.4,10.9,6.8
15.2,52.6,28.7,21.1,11.3,3.9
5,25,38.1,36,8.1,6.9
7,49.4,33.6,38,10.7,2.5
7.4,23,38.8,21.8,8.5,2.6
3.3,51.3,29.9,45.1,8.9,2.3
6.9,35.2,30,27.1,8.2,5.9
8.7,48.8,32.2,47.4,6.3,1.3
12.8,45.9,37.4,17.3,12.5,4.7
10.2,48.9,35.7,23.2,13.7,3.8
7.7,31.5,40.4,45.4,10.7,3.9
4.8,52.1,35.3,30.9,5.9,3.7
9.4,37.6,36.4,16.7,10.6,1.5
5.3,30.1,33,34.4,11.9,4.6
14.1,29.7,36.4,37.8,8.3,3.6
5.8,32.3,37.8,30.9,6.3,5.1
12.9,54.7,30.3,25.4,7.9,3
5.7,40.4,33.9,47.7,10.9,3.7
9.6,45.5,34.9,45.7,11,5.6
10.2,45.8,36.5,28.5,14.6,9.1
7.3,30.1,36.3,24,7.4,7.2
10.2,60.8,40.1,45.3,12.5,5.2
9.5,52.9,44.6,22,10.8,1.2
5.2,31.6,41.4,23.1,8.9,3.4
5.9,46.4,35.9,19.6,11.1,4.5
6.2,53.1,28.6,44.3,13.7,4.2
6.8,42.1,31.1,33.9,10.4,7.3
5,29.8,32.8,48.6,11.1,1.7
12.5,38.6,32.6,44.4,5.7,7.5
7.9,48.1,36.4,48.9,11.7,2.9
9.2,48.4,37.8,45.6,10.9,1.9
8.9,59,33.3,40.4,9,3.1
7.1,53.3,38.9,34.8,12.3,3.6
5.2,42.7,38.1,21.1,8.5,8.9
6.9,35.3,30.7,47,14.4,4.7
8.2,48.8,39.5,18.5,7.1,6.5
10.1,55.4,33.1,28.6,7,5.5
8.4,49.7,32.5,37.5,12.5,5.3
8.1,39.1,29.1,44.7,9.2,5.5
5,42.5,36.3,30.7,15.6,6.2
8.9,44.4,32.2,27,4.4,5.9
2.4,32.4,22.8,52.5,11.8,6.6
10.2,50.8,20.9,41.9,9.3,2.3
7.2,31.1,22.6,24.4,11.7,2.4
7.1,41.9,35.3,32.5,5.9,5.8
7.1,48,35.1,16.1,5.4,7
6.3,54.9,33.6,49.5,13.5,4
9.6,35.9,38.2,25.5,12.5,1.6
6.6,35.3,18,20.3,5.1,3.3
5.3,58.2,31.3,42.6,7.7,3.3
8.9,37.7,27.3,26.2,10.6,1
8.6,53.3,27.5,24.5,12.2,3.9
10.7,59.1,30.3,50.7,12.2,2.5
4.8,39.9,24.8,38.1,13,6.8
6.3,45.1,37.1,53.3,11.4,2.1
6,40.8,25.7,47.2,9,2.2
8.3,29.7,29.1,42.2,17.1,1.9
5,38.2,33,44.5,11.7,4.1
11.9,30.8,21.9,17.7,14.5,3.1
10.2,36,33.4,49.8,11.5,6.3
7.3,49.9,24.2,47.5,8.3,2.7
5.6,53.2,33.7,35.4,8.7,1.6
7.3,37.2,29.6,34.4,7.4,8.1
10.7,57.6,31,36,12.5,5.9
10.5,22.3,31.8,48.5,6,4.6
13.1,36,33.7,38.9,17.1,4.3
8,49.6,27,32.6,10.9,2.3
1,34.2,27.9,44.9,7.5,3.7
5.5,19.1,31.1,44,11.6,2.4
3.6,21.3,35.9,47,6.3,2.4
4.3,24.8,26.9,39.7,6,5.6
4.9,30.6,27.5,40.8,6.7,6.8
2.3,24.7,32.1,42.5,5.8,5.8
6.1,36.3,35.6,16.9,13.9,2.8
6.1,23.6,34.2,44.5,10,4.3
5.2,18.4,37.6,51.8,9.8,3
1.6,29.1,30.2,43.8,10.1,1.4
2.4,18.8,36.8,47.9,10.1,2.5
4.6,17.8,32.3,23.9,13.7,1.7
5.3,15.6,28,45.6,16.2,4.3
3.5,26.1,36.2,24,6.7,8.6
2.5,21,33.6,37.7,5.5,1.9
2.9,32.7,34.2,19.9,6.8,4.7
3,30.1,30.2,25.4,7.3,3.5
6,12.6,9.9,34.5,5.3,2.5
8.2,17.7,35.4,25.7,14.3,1.6
5.6,22.3,38.6,18.2,7.3,4.1
6.1,25.7,30.8,41.9,7.2,4
2.2,22.8,33.9,29.9,12.5,1.5
4.9,36.8,34.8,26.2,8.5,2.1
3.3,27.9,30.2,24.1,5.2,7.1
6,25,26.1,22.8,9.4,1.2
4,28.4,26.2,52.7,5.9,1.4
5.6,32.6,30.9,48,13.3,2.7
3.6,31.1,24.2,16.5,13.7,6
4.5,14.1,27.4,37.8,7.9,4.8
7.7,28.9,39.9,22.2,8,5.9
2.3,19.4,34.7,38.4,12.2,1.6
3.9,19.1,29.7,32.8,11.9,7.7
5.4,19.3,18,38.2,13.7,1.4
4.8,29.3,38.4,33.2,13.4,5
10,22.7,32.5,48,11.8,1.7
6,40.4,26.1,38.6,12.4,3.8
6.1,16.7,30,45.3,10.1,4.1
5.7,30.4,28.5,39.4,6.8,7.8
2,31.8,25.3,34.4,13.8,4
3.9,8.9,42.6,48.3,11.1,2.8
7,28.6,32.4,38.3,4.8,3.2
2.2,30.9,18.8,26.7,13.3,4
4.5,33.5,30.1,42.1,4.3,2.1
5.5,14.2,33.5,27.3,10.1,3.8
5.1,35.4,29,19.5,12.6,3.4
3.3,28.5,30,19.2,11.8,4.3
6.8,34.4,34.7,21.4,9.3,7.3
5.3,29,32.8,19.6,9.2,8.2
3.3,34.9,30.5,42.5,14.4,3.9
0.7,27.1,26.2,46.3,9.1,1.8
10.1,20.7,32.6,43,13.8,5.6
3.7,7.3,17.1,44.3,13,2.5
5.4,21.1,31.3,42,14.3,1.6
4,14.5,36,29.9,14.7,2.4
3.6,33.1,11.9,39.1,13.3,2.4
2.4,43,20.7,27.4,5.9,4.7
3.7,14,28.5,36,10.5,6.5
3.2,24.2,31.7,20.7,4.8,2.7
8.6,25.9,12,26.6,14.1,2.3
5.1,32.6,32.6,42.7,6.8,2.2
6.5,25.4,30.3,39.5,14.8,3.9
3.4,22,24.7,47.1,17.3,3.2
2.7,30.8,31.3,21.7,9.1,2.7
6.3,18.3,33.4,29.2,10.9,3.1
6.7,18.2,36.2,24.3,9.8,2.8
8.5,28,33.3,24.6,11.2,6.5
6.7,33.4,31.7,23.9,10.4,4.5
3.2,24.8,31.8,46.5,10,1.8
4.3,33,30.9,26.5,12.3,3.1
4.1,32.4,33.8,28,6.7,6.1
3.3,41.9,24.4,24.6,9.9,1.4
5.7,10.4,31.9,19.1,7.7,2.5
6.4,22.3,31.9,35.6,12.2,5.9
3.1,26.4,33.8,43.7,5.3,5.9
5.5,21.2,30.8,48.8,6.1,2.1
5.4,31.4,32.3,27.2,9.9,1.3
5.6,29,13.4,43.2,15,2.4
8,23.8,29.3,39.3,9.8,3.8
4.3,19.6,43.8,15.1,2.9,3.6
3.6,27.1,18.1,26.5,9.1,2.5
5.7,15,25.3,21.5,14.5,2.4
3.3,31.6,22.2,16.4,6.5,0.7
4,14.8,32.8,45.4,13.9,5.5
4.2,37.3,28.2,37.1,5,4.5
1.2,38.2,31.3,49.9,9,4.6
1.7,18.8,24.7,24.3,7.9,5
2.7,33.5,32.5,34.5,11.4,3.9
6.4,12.6,34,37.9,10.9,1.6
3.9,34,31.7,20.6,8.1,1.8
2.6,38.8,29,17.3,13.2,3
5.7,15.9,22.4,46.9,6.6,2.5
6.8,31.9,35.2,34,8.1,1.4
5.6,22.9,31.6,18.7,8.3,9.7
4.8,16.8,33.5,42.8,11.2,3.7
3.1,23.4,28.2,41.5,6.5,6.3
4.7,19.9,32.9,48.5,6.3,2.7
3.8,22.1,24.3,29.2,9,4.3
2.8,37.3,27.6,27,13.4,2.3
5.5,16.6,32,34.5,8.6,2.5
3,19,33.4,24.6,7.8,8.3
5.2,28.6,30.2,30.7,13.2,1.5
5.1,13.8,23.9,37.4,13.3,6.1
3.6,16.6,33.7,46.9,9.7,5.3
3.7,38.6,29.2,33.3,8.9,5.1
2.3,28.1,31.4,26,6.1,2.4
4.2,22.3,32.9,23,10.4,4
10.1,37.1,31.7,23.5,6.9,2
6.5,14.2,14.8,30.3,5.6,9.1
2.1,27.2,36.4,31,6.4,3.7
6.8,25.5,28.3,46.2,10.4,10
4.5,15.8,19.4,32.3,5.9,3.7
4.1,19.7,36.5,46.1,12.1,1.7
4.9,34.3,35,21,12.7,1.7
6.6,12.4,36.9,20.6,12.4,6.8
5.6,19.5,21,20.1,6.7,1
5.1,26.2,35.6,26.6,11.7,2.6
2.5,30,31.4,45.3,8,5.9
1.7,15.5,17.9,20.2,13.7,7.5
5,18.3,36.6,35.5,7.2,5.4
3.5,25.6,34.5,45.8,12,1.8
2,29.1,33.9,45.2,12.3,3
7,22.1,36.1,21.7,9,2.5
3.1,33.1,32.3,24.3,7.2,3
5.5,24.1,27.2,51.8,9.8,1.7
8.2,15.5,21.9,48.9,6.6,2.9
3.5,8.6,29.2,36.7,13.6,5.8
2.7,44.8,33.1,29.7,7.5,3.6
4.9,38.9,30.1,18.4,12.3,3
6.6,35.1,37.1,23,10.5,3.9
5,27.3,30,38.7,12.6,9.6
5.2,16,28.6,21.5,10.9,1
3.1,15.5,33,19,15,5.2
2.9,23.3,26.2,19.7,8.8,3.2
4.9,21.1,18.4,18.5,8.8,2.9
7.5,20.9,30.8,27.4,11.3,5.3
7.4,31.2,31.7,40,12.6,4.7
9.1,34.5,24.5,52.5,5.4,4.4
3.5,30.3,41,43.5,7,2.1
5.1,18.7,21.1,35.9,14.6,5
6.3,17.8,37.5,49.3,10.8,5.1
3.2,34.4,28.8,42.3,13.5,5.7
1.2,19.2,33.3,36.3,11.2,2.6
4.3,29.8,25,40.5,18.9,3.4
5.9,29.6,30.4,49.3,10.5,3.2
2.2,23.5,33.6,49.6,13,4.3
3.5,31.6,23.4,41,10.4,2.1
5.8,25.2,31.3,41.2,11.9,5.3
2.6,35.1,29.2,35.7,12.2,3.5
6.1,21.4,32.5,35.2,8.6,4.8
5.7,15.1,33.8,45.5,9.1,2.7
7.5,35.9,22.2,20.7,9.3,3.2
5.9,32.7,31.3,34.1,7.5,2.4
2.7,15.4,39.4,22.7,9,1.5
5.5,18.2,31.1,27.1,9.1,1.1
4,30.5,30.6,50.3,5.7,1.4
3.9,37.9,27.5,30.8,8.2,7.2
5.3,18.8,27,43.8,12.8,3.7
0.8,31.3,32.6,19.6,5.6,7.2
5.3,26.8,33.6,35.2,7.5,1.5
4.2,32.3,43.2,36.7,9.5,4.9
2.6,26,42.3,36.6,7,6.1
2.6,32.1,24.8,18.3,7.2,2.3
4.6,38.8,29.4,41.5,12.7,2.2
5.8,27.5,20.4,46.6,8.8,5.3
4.6,20.2,29.1,26.5,11.4,1.4
4.8,20.2,34.1,22.1,7.4,2.3
4.6,26.4,25.6,43,13.9,4.1
3.6,32.6,27.4,22.1,10.3,5.4
1.5,21.8,31.1,38.6,8.2,4.5
5.6,10.9,32.7,33.7,9.5,2.3
2.4,31.7,33.8,33.1,14.2,1.8
