,CA_City,CA_PopByMM,CA_DiagPer100k
5278,CA Palmdale,"3,751",13.3
5279,CA Oxnard,"5,778",12.7
5280,CA Pleasanton,"4,576",7.2
5281,CA Perris,"5,155",13.4
5282,CA Redding,"4,184",11.4
5283,CA Oakland,"3,243",11.6
5284,CA Palmdale,"4,797",11.3
5285,CA Richmond,"5,855",9.4
5286,CA Palmdale,"3,485",11.0
5287,CA Ontario,"5,145",9.4
5288,CA Redding,"2,468",8.8
5289,CA Redondo Beach,"4,414",6.1
5290,CA Pasadena,"5,118",8.8
5291,CA Redding,"89,861",9.8
5293,CA Pomona,"3,436",10.5
5294,CA Pasadena,"2,228",7.4
5295,CA Oakland,"2,805",10.5
5296,CA Oceanside,"3,175",8.0
5297,CA Orange,"4,999",9.3
5298,CA Oakland,"4,972",12.4
5299,CA Oakland,"3,528",12.4
5300,CA Oxnard,"4,657",9.3
5301,CA Ontario,"4,760",10.3
5302,CA Pomona,536,0.8
5303,CA Orange,"5,089",10.3
5304,CA Ontario,"6,656",8.3
5305,CA Oakland,"3,719",9.4
5306,CA Oakland,"3,345",13.5
5307,CA Ontario,"4,827",10.1
5308,CA Orange,222,4.6
5309,CA Oceanside,"3,761",9.8
5310,CA Oxnard,"6,424",13.1
5311,CA Oxnard,"5,397",12.0
5312,CA Redlands,"5,147",9.4
5313,CA Oakland,"4,353",7.5
5314,CA Rancho Cucamonga,"3,236",10.0
5315,CA Orange,"3,233",8.7
5316,CA Redwood City,"5,099",7.9
5318,CA Rancho Cucamonga,"6,077",8.1
5320,CA Rialto,"99,171",11.5
5321,CA Oakland,"3,643",10.3
5322,CA Palmdale,"4,086",12.3
5323,CA Oxnard,"6,814",11.1
5324,CA Redwood City,"4,023",7.5
5325,CA Redding,"6,093",10.4
5326,CA Oceanside,"167,086",9.3
5327,CA Oakland,"3,450",14.3
5328,CA Richmond,"5,706",8.1
5329,CA Redding,"3,240",8.8
5330,CA Oakland,"3,414",13.4
5331,CA Oakland,"4,167",10.1
5332,CA Richmond,"4,389",10.4
5333,CA Pasadena,"5,259",11.0
5334,CA Oakland,"2,145",13.5
5335,CA Oceanside,"4,127",9.5
5336,CA Oceanside,"5,659",7.8
5338,CA Pasadena,"5,747",4.7
5339,CA Oakland,"2,302",8.9
5340,CA Pleasanton,"5,956",6.3
5341,CA Ontario,"2,923",11.6
5342,CA Pomona,"3,996",11.3
5343,CA Rialto,97,13.2
5344,CA Oakland,"3,792",10.9
5345,CA Ontario,369,6.8
5346,CA Oakland,"3,218",6.8
5347,CA Ontario,"4,092",10.8
5348,CA Pleasanton,"4,676",7.2
5349,CA Rialto,"4,887",11.9
5350,CA Oakland,"4,374",9.8
5351,CA Oakland,"6,746",12.0
5352,CA Rialto,721,14.2
5353,CA Redondo Beach,"5,376",6.8
5354,CA Pasadena,"137,122",8.7
5355,CA Rancho Cucamonga,"7,663",7.3
5356,CA Richmond,"1,882",10.9
5357,CA Pleasanton,"8,718",6.6
5358,CA Redondo Beach,"6,452",6.1
5359,CA Redlands,"68,747",9.4
5360,CA San Diego,"4,136",5.2
5361,CA Sacramento,"1,425",8.2
5362,CA San Diego,"5,484",16.7
5363,CA Roseville,"118,788",7.9
5364,CA San Diego,"3,678",7.4
5365,CA San Bernardino,"5,791",14.6
5366,CA Riverside,"2,105",13.5
5367,CA Riverside,"4,761",5.5
5368,CA San Diego,"4,022",8.0
5369,CA Riverside,"5,968",8.2
5370,CA San Diego,"4,563",7.7
5371,CA San Diego,"5,881",6.9
5372,CA San Diego,"5,651",8.8
5374,CA Salinas,"7,161",12.9
5375,CA San Bernardino,"1,526",13.1
5376,CA Roseville,"2,135",8.0
5377,CA San Diego,"4,574",12.4
5378,CA San Diego,"6,921",6.9
5379,CA San Diego,"4,345",9.5
5380,CA Salinas,"4,219",9.4
5381,CA Salinas,"2,680",9.5
5382,CA San Bernardino,652,14.9
5383,CA San Bernardino,769,12.6
5384,CA San Bernardino,"3,567",10.7
5386,CA San Diego,"5,032",6.5
5387,CA San Buenaventura (Ventura),736,19.8
5388,CA Sacramento,"5,083",14.1
5389,CA Riverside,"3,611",9.5
5390,CA San Buenaventura (Ventura),"6,288",10.8
5391,CA Roseville,"1,771",14.4
5392,CA San Diego,"4,764",12.0
5393,CA San Diego,"2,060",7.2
5394,CA Riverside,"3,655",11.0
5395,CA Sacramento,"5,015",15.3
5396,CA Sacramento,617,10.5
5397,CA San Diego,"3,861",10.0
5398,CA San Diego,"4,144",5.2
5399,CA Sacramento,"3,568",11.3
5400,CA Riverside,"4,559",12.5
5401,CA San Diego,"5,180",8.7
5402,CA San Diego,"4,255",12.9
5403,CA Sacramento,"4,220",9.9
5404,CA San Diego,"4,533",6.4
5405,CA San Diego,"3,794",9.4
5406,CA San Diego,"3,698",13.4
5407,CA Sacramento,"2,466",7.6
5408,CA San Diego,"1,801",7.8
5409,CA Sacramento,"7,560",13.0
5411,CA San Buenaventura (Ventura),"1,074",8.7
5412,CA San Diego,"5,668",7.5
5413,CA Sacramento,"1,651",9.1
5414,CA San Bernardino,487,13.2
5415,CA Sacramento,"3,558",7.8
5416,CA Sacramento,"3,842",13.2
5417,CA San Diego,"6,589",14.2
5418,CA Riverside,"1,768",10.5
5419,CA San Diego,"3,141",6.2
5420,CA San Diego,"6,101",8.0
5421,CA San Diego,"5,048",9.2
5422,CA Riverside,741,8.4
5423,CA San Diego,"3,079",12.3
5424,CA San Diego,"4,164",8.0
5425,CA Salinas,"6,439",11.4
5426,CA San Diego,"5,272",8.5
5427,CA San Bernardino,"1,730",10.8
5428,CA San Buenaventura (Ventura),"3,881",9.8
5429,CA Sacramento,"3,309",11.8
5430,CA Riverside,"4,299",12.3
5431,CA Sacramento,"9,553",12.2
5432,CA Salinas,"4,892",11.4
5433,CA San Diego,"2,354",10.7
5434,CA Sacramento,"4,185",12.7
5435,CA San Diego,"2,775",8.8
5436,CA Sacramento,"3,850",5.3
5437,CA San Diego,"5,385",9.4
5438,CA San Diego,"5,607",5.7
5439,CA San Bernardino,"5,178",6.9
5440,CA Sacramento,"5,129",9.6
5441,CA San Diego,"2,875",7.6
5442,CA Sacramento,"2,224",11.4
5443,CA San Buenaventura (Ventura),"3,814",9.4
5444,CA San Diego,"2,184",10.0
5445,CA San Bernardino,"8,145",8.1
5446,CA Sacramento,"466,488",10.7
5447,CA San Diego,"6,197",6.4
5448,CA San Diego,"3,094",8.9
5449,CA Roseville,"3,222",10.5
5450,CA San Diego,"3,652",8.4
5451,CA San Diego,"2,332",7.2
5452,CA San Diego,"4,675",12.0
5453,CA Sacramento,"5,788",7.7
5454,CA San Bernardino,"2,243",12.5
5455,CA Roseville,"3,494",9.8
5456,CA San Diego,"5,319",7.9
5457,CA San Diego,"8,579",7.0
5458,CA Sacramento,"3,159",6.7
5459,CA San Diego,"3,536",7.1
5460,CA San Diego,"4,652",13.1
5461,CA Riverside,"5,785",7.5
5462,CA San Diego,"5,014",6.4
5463,CA Riverside,"3,812",10.9
5464,CA San Diego,"3,072",15.1
5465,CA Sacramento,"5,112",13.9
5466,CA San Diego,"6,530",2.7
5467,CA Riverside,"5,314",11.7
5468,CA Sacramento,"7,195",9.5
5469,CA San Diego,"7,944",4.5
5470,CA Salinas,"3,780",11.4
5471,CA Sacramento,976,16.8
5472,CA Riverside,"2,521",10.0
5473,CA Sacramento,"7,597",10.5
5474,CA Sacramento,"3,154",8.9
5475,CA San Buenaventura (Ventura),"106,433",9.2
5476,CA San Diego,"4,193",9.1
5477,CA Sacramento,"3,311",6.5
5478,CA Sacramento,"3,200",15.9
5479,CA San Diego,"5,775",6.6
5480,CA San Diego,"5,914",6.8
5481,CA Sacramento,"4,004",13.0
5482,CA Sacramento,"4,794",9.2
5483,CA Sacramento,"2,916",11.9
5484,CA San Diego,"5,178",7.6
5485,CA San Diego,"3,629",8.7
5486,CA San Diego,"5,483",6.0
5487,CA San Bernardino,"4,141",13.0
5488,CA San Diego,"3,775",8.4
5489,CA San Diego,"6,021",8.7
5490,CA Salinas,"150,441",10.9
5491,CA San Diego,"5,029",8.4
5492,CA San Diego,"3,834",8.3
5493,CA San Diego,"2,569",11.6
5494,CA San Diego,"5,857",7.7
5495,CA San Bernardino,"209,924",14.7
5496,CA Salinas,"3,894",10.6
5497,CA Riverside,"5,620",7.4
5498,CA San Diego,"6,546",8.7
5499,CA Salinas,"4,113",11.2
5500,CA San Diego,"3,254",9.8
5501,CA Sacramento,"2,563",6.0
5502,CA San Bernardino,"2,216",23.6
5503,CA Roseville,"7,632",7.0
5504,CA San Diego,"5,200",13.8
5505,CA San Diego,"4,679",14.1
5506,CA Riverside,"2,626",11.8
5508,CA Riverside,"6,518",10.1
5509,CA San Bernardino,"4,219",12.8
5510,CA San Bernardino,"4,023",17.0
5511,CA San Bernardino,565,12.4
5512,CA Roseville,"2,962",7.3
5513,CA San Diego,"2,722",6.2
5514,CA Sacramento,"5,347",13.0
5515,CA Riverside,"4,497",10.9
5516,CA Sacramento,"3,383",10.1
5517,CA Sacramento,"1,063",13.7
5518,CA San Diego,"2,797",3.8
5519,CA San Diego,"5,689",13.0
5520,CA San Diego,"5,738",14.9
5521,CA San Buenaventura (Ventura),"8,667",8.8
5523,CA San Diego,"6,454",13.8
5524,CA Sacramento,"3,374",11.7
5525,CA San Diego,"4,228",12.7
5526,CA San Diego,"6,599",8.1
5527,CA Salinas,65,11.0
5528,CA Sacramento,"3,291",14.2
5529,CA Sacramento,"6,649",12.8
5530,CA Salinas,"4,245",9.4
5531,CA San Diego,"3,629",8.0
5532,CA San Bernardino,"5,028",17.7
5533,CA San Diego,"3,369",7.7
5534,CA San Diego,"2,997",8.2
5535,CA Salinas,"6,371",11.3
5536,CA Sacramento,"4,329",6.9
5537,CA San Buenaventura (Ventura),"4,083",11.1
5539,CA Roseville,902,7.5
5540,CA Riverside,"4,194",8.4
5541,CA Riverside,"5,830",10.7
5542,CA San Diego,626,3.8
5543,CA San Diego,"2,221",6.4
5544,CA Roseville,"6,210",7.7
5545,CA Riverside,"4,584",10.5
5546,CA Sacramento,"3,596",10.4
5547,CA San Diego,"4,634",14.1
5548,CA San Diego,"4,615",6.5
5549,CA San Diego,"7,435",6.8
5550,CA Salinas,"4,177",12.1
5551,CA San Bernardino,"6,854",15.5
5552,CA Sacramento,"5,083",6.8
5553,CA San Diego,"8,988",4.7
5554,CA Salinas,"3,623",9.3
5556,CA Riverside,"6,907",9.0
5557,CA San Diego,"5,535",6.2
5558,CA San Diego,"5,028",14.9
5559,CA Sacramento,"4,843",11.2
5560,CA Sacramento,"4,387",7.9
5561,CA San Buenaventura (Ventura),"1,832",7.9
5562,CA San Diego,"5,724",4.6
5563,CA Riverside,"2,832",10.6
5564,CA San Diego,"2,691",7.9
5565,CA San Diego,"6,693",13.1
5566,CA Riverside,"2,220",13.7
5567,CA San Bernardino,371,11.8
5568,CA San Diego,"3,517",9.1
5569,CA Riverside,"4,303",12.2
5570,CA San Diego,"3,659",8.3
5571,CA San Diego,"4,638",6.9
5572,CA San Diego,"3,022",8.3
5573,CA San Bernardino,"3,340",12.1
5574,CA Sacramento,"4,913",12.0
5575,CA San Diego,"4,747",6.7
5576,CA San Diego,"5,660",7.3
5577,CA San Bernardino,"3,282",13.7
5579,CA Riverside,"5,284",10.2
5580,CA San Diego,"3,679",8.2
5581,CA San Diego,"5,504",12.3
5582,CA Sacramento,"7,161",7.5
5583,CA San Bernardino,"3,758",10.7
5584,CA San Diego,"4,921",3.4
5585,CA San Diego,"4,894",8.4
5586,CA Sacramento,"2,253",7.1
5587,CA San Diego,"5,880",8.0
5588,CA San Diego,"4,859",15.6
5589,CA San Diego,"3,179",8.1
5590,CA San Diego,"1,307,402",9.2
5592,CA San Diego,"3,227",4.2
5593,CA San Buenaventura (Ventura),"3,211",7.3
5595,CA San Diego,"7,627",8.7
5596,CA San Diego,"4,581",12.7
5597,CA Riverside,"4,390",11.0
5598,CA San Diego,"10,541",6.8
5599,CA Roseville,"3,560",10.3
5600,CA Riverside,"5,598",9.7
5601,CA Sacramento,"5,215",10.4
5602,CA Riverside,"4,185",11.9
5603,CA San Diego,"4,021",7.4
5604,CA Sacramento,"3,626",6.0
5605,CA San Diego,"2,939",7.0
5606,CA Sacramento,"2,377",9.1
5607,CA San Diego,"5,493",5.9
5608,CA San Diego,"6,647",8.7
5609,CA San Diego,"3,866",7.0
5610,CA San Diego,"6,264",10.0
5611,CA Riverside,"1,278",11.9
5612,CA San Diego,"3,200",7.8
5613,CA San Diego,"3,165",11.5
5614,CA Salinas,"5,746",12.4
5615,CA San Bernardino,"7,101",15.0
5616,CA Sacramento,"7,455",14.4
5617,CA San Diego,"4,280",6.9
5618,CA Sacramento,"1,864",15.6
5619,CA San Diego,"6,864",11.6
5620,CA Roseville,"5,719",6.3
5621,CA San Diego,"4,940",12.1
5622,CA San Bernardino,"1,832",11.5
5623,CA San Bernardino,"5,516",13.6
5624,CA San Diego,"2,821",11.6
5625,CA San Diego,"2,796",9.5
5626,CA San Diego,"2,821",5.8
5627,CA San Diego,"3,853",6.7
5628,CA Riverside,734,9.3
5629,CA San Buenaventura (Ventura),"2,388",10.4
5630,CA San Diego,"5,162",6.8
5631,CA San Bernardino,"2,182",8.3
5632,CA San Diego,"4,208",6.1
5633,CA Roseville,"3,118",6.4
5634,CA San Diego,"4,487",4.1
5635,CA San Diego,"6,996",8.9
5636,CA Sacramento,"6,637",14.1
5637,CA Sacramento,"5,525",14.0
5638,CA Sacramento,"3,667",5.8
5639,CA San Diego,"6,183",14.1
5640,CA San Diego,"6,900",9.5
5641,CA San Buenaventura (Ventura),"7,722",8.7
5642,CA San Diego,"4,115",13.8
5644,CA Whittier,"2,693",10.0
5645,CA San Diego,"4,932",9.9
5646,CA San Bernardino,"4,612",12.2
5647,CA San Diego,"7,366",15.6
5648,CA San Diego,"4,488",6.0
5649,CA Riverside,"3,473",10.9
5650,CA Sacramento,"2,047",9.2
5651,CA Riverside,"3,017",8.8
5652,CA San Diego,"3,435",0.9
5654,CA San Diego,"5,883",11.2
5655,CA Roseville,"4,320",5.6
5656,CA Sacramento,"3,267",9.6
5657,CA Roseville,"2,605",10.3
5658,CA Salinas,"9,054",10.5
5659,CA Sacramento,"5,052",14.8
5660,CA San Diego,"2,522",6.4
5661,CA San Diego,"3,563",13.6
5662,CA Salinas,"2,642",9.9
5663,CA Sacramento,"7,342",10.3
5664,CA San Diego,"7,614",5.6
5665,CA San Diego,"6,498",12.4
5666,CA Riverside,"2,978",8.9
5667,CA San Diego,"4,992",4.3
5668,CA Sacramento,"466,488",11.3
5669,CA San Diego,"4,241",13.8
5670,CA Sacramento,"5,421",7.1
5671,CA San Bernardino,496,11.5
5672,CA San Bernardino,"5,717",11.0
5673,CA San Buenaventura (Ventura),"5,898",8.4
5674,CA Sacramento,"2,629",11.0
5675,CA San Bernardino,"4,383",13.1
5676,CA San Diego,"6,358",8.4
5677,CA Riverside,"10,516",7.5
5678,CA Sacramento,"1,203",8.5
5679,CA San Bernardino,"1,266",13.4
5680,CA San Diego,"3,796",11.2
5681,CA San Buenaventura (Ventura),"4,795",9.5
5682,CA Riverside,"303,871",10.9
5683,CA San Diego,"4,694",7.4
5684,CA Salinas,"5,078",10.2
5685,CA Sacramento,"6,072",11.8
5686,CA Riverside,"6,516",7.9
5687,CA Sacramento,"5,755",12.6
5688,CA San Buenaventura (Ventura),"2,577",8.5
5689,CA San Diego,"3,849",3.6
5690,CA San Diego,"3,537",7.2
5691,CA Sacramento,"4,499",9.2
5692,CA Sacramento,"3,086",10.3
5693,CA San Diego,"2,225",8.0
5694,CA San Diego,"3,395",6.9
5695,CA San Diego,649,9.5
5696,CA San Diego,"2,559",7.0
5697,CA San Diego,"4,258",7.4
5698,CA Roseville,"6,491",5.9
5699,CA Sacramento,"6,166",13.2
5700,CA San Diego,"13,748",5.5
5702,CA San Diego,"3,098",5.8
5703,CA Sacramento,"3,323",7.4
5704,CA San Bernardino,56,9.6
5705,CA San Bernardino,"7,590",15.2
5706,CA San Diego,"3,945",12.6
5707,CA San Diego,"3,341",11.6
5708,CA Sacramento,58,9.2
5709,CA San Diego,"6,241",8.4
5710,CA San Diego,"5,254",12.1
5711,CA San Diego,"5,906",13.0
5712,CA Salinas,"7,304",9.5
5713,CA San Diego,"3,276",7.3
5714,CA San Diego,"5,370",9.5
5715,CA San Diego,"4,261",9.4
5716,CA Riverside,"2,817",8.0
5717,CA Salinas,"5,628",12.2
5718,CA San Bernardino,"3,875",12.7
5719,CA San Diego,"4,040",4.9
5720,CA San Diego,"5,510",14.1
5721,CA San Diego,"1,920",4.3
5723,CA San Bernardino,"5,176",17.0
5724,CA Sacramento,988,15.0
5725,CA San Diego,"3,337",14.4
5727,CA San Buenaventura (Ventura),"5,670",8.9
5728,CA Roseville,"3,355",6.4
5729,CA Sacramento,"2,826",11.9
5730,CA Sacramento,"1,587",7.8
5731,CA Sacramento,"5,538",14.2
5732,CA San Diego,"4,805",7.2
5733,CA Riverside,"3,312",10.6
5734,CA Sacramento,"6,725",7.8
5735,CA San Diego,"4,283",12.7
5736,CA Riverside,"6,878",9.5
5737,CA Riverside,"2,763",10.9
5738,CA San Diego,198,2.8
5739,CA Sacramento,"1,823",18.4
5740,CA San Buenaventura (Ventura),"7,191",8.7
5741,CA San Diego,"5,028",2.0
5742,CA San Diego,"1,307,402",8.4
5743,CA San Diego,"10,482",1.4
5744,CA Riverside,"6,973",9.8
5745,CA San Diego,"3,633",13.1
5746,CA San Diego,"4,042",8.3
5747,CA Sacramento,"1,122",12.7
5748,CA Roseville,"4,372",7.2
5749,CA San Diego,"4,733",12.6
5750,CA San Diego,"3,084",5.3
5751,CA San Bernardino,"6,590",14.1
5752,CA Riverside,"4,633",8.4
5753,CA San Diego,"5,570",5.7
5754,CA Riverside,"4,017",8.3
5755,CA San Diego,"2,227",14.9
5756,CA Sacramento,"5,356",12.9
5757,CA Riverside,"9,277",3.0
5758,CA Roseville,"7,002",6.7
5759,CA Roseville,"3,901",5.7
5760,CA Salinas,"4,161",11.4
5762,CA Riverside,"5,461",8.7
5763,CA Salinas,"4,430",12.1
5764,CA Salinas,"3,178",10.1
5765,CA San Diego,"3,882",4.9
5766,CA San Diego,"5,437",11.7
5767,CA San Diego,"4,927",14.1
5768,CA San Bernardino,"8,618",15.2
5769,CA Riverside,"8,020",11.0
5770,CA San Diego,423,9.0
5771,CA Riverside,"5,139",11.5
5772,CA San Diego,"3,365",8.3
5773,CA San Bernardino,"5,647",11.2
5775,CA San Diego,"5,259",7.8
5776,CA Riverside,"5,095",13.2
5777,CA San Diego,"4,193",12.1
5778,CA Sacramento,813,13.9
5779,CA San Bernardino,"2,509",10.3
5780,CA San Diego,"3,334",4.5
5781,CA San Diego,"6,148",12.9
5782,CA San Buenaventura (Ventura),"3,527",9.4
5783,CA San Diego,"4,053",12.3
5784,CA San Diego,"4,732",6.7
5785,CA San Diego,"3,446",8.4
5786,CA Sacramento,"2,771",6.7
5787,CA Roseville,"3,059",8.2
5788,CA San Diego,"2,584",4.1
5789,CA Sacramento,"4,085",13.2
5790,CA San Diego,"5,392",9.3
5791,CA San Diego,"3,717",9.7
5792,CA San Diego,"3,785",15.2
5793,CA San Diego,144,11.6
5794,CA San Diego,"4,301",8.5
5795,CA Sacramento,"3,103",6.8
5796,CA Salinas,"6,884",10.3
5797,CA Sacramento,"2,376",11.2
5798,CA San Diego,"2,416",14.1
5799,CA San Diego,"4,948",4.8
5800,CA San Diego,"3,665",6.5
5801,CA San Diego,"7,225",6.1
5802,CA Sacramento,"4,888",9.0
5803,CA Salinas,"5,668",9.5
5804,CA San Diego,"4,587",4.8
5805,CA San Diego,"2,979",7.9
5806,CA San Diego,"4,946",14.7
5807,CA Riverside,"3,285",9.7
5808,CA San Diego,"4,595",11.0
5809,CA San Bernardino,"1,833",9.6
5810,CA Riverside,"2,387",9.6
5811,CA San Diego,"5,589",7.0
5812,CA Sacramento,"6,621",13.1
5813,CA Riverside,"3,545",9.6
5814,CA San Bernardino,"2,918",14.4
5815,CA San Buenaventura (Ventura),"2,571",9.4
5816,CA Sacramento,"2,269",13.3
5817,CA San Diego,"6,626",9.2
5818,CA Sacramento,"2,797",14.8
5819,CA San Diego,"4,300",13.1
5820,CA Sacramento,"2,933",12.3
5821,CA San Diego,"1,858",12.3
5822,CA San Diego,"6,347",5.1
5823,CA San Diego,"4,551",13.7
5824,CA San Diego,"3,361",5.8
5825,CA San Buenaventura (Ventura),"6,253",8.7
5826,CA San Diego,"3,754",5.8
5827,CA San Buenaventura (Ventura),"5,010",9.1
5828,CA San Diego,"1,853",4.1
5829,CA San Bernardino,"2,445",12.5
5830,CA Roseville,"6,038",8.6
5831,CA San Diego,"4,715",8.8
5832,CA San Diego,"3,354",7.9
5833,CA San Diego,"2,725",4.2
5834,CA San Diego,"5,308",7.4
5835,CA San Diego,"3,358",11.6
5836,CA San Diego,"6,554",9.7
5837,CA Riverside,"2,378",9.1
5838,CA San Diego,"5,785",1.6
5839,CA San Bernardino,"5,177",12.4
5840,CA San Bernardino,"7,032",8.0
5841,CA San Diego,"6,065",10.9
5842,CA San Diego,"2,819",3.6
5843,CA Sacramento,395,9.8
5844,CA San Diego,"6,188",12.4
5845,CA Sacramento,"5,131",11.0
5846,CA San Diego,"4,097",11.6
5847,CA Roseville,"7,431",6.2
5848,CA Riverside,"2,651",14.1
5849,CA San Diego,"7,461",5.5
5850,CA Sacramento,"2,109",7.6
5852,CA San Diego,"5,259",7.3
5853,CA San Diego,"3,029",7.9
5854,CA San Diego,"3,250",14.5
5855,CA Roseville,"3,562",8.3
5856,CA Riverside,"5,040",10.1
5857,CA San Bernardino,"4,677",14.2
5859,CA Riverside,"3,308",10.2
5860,CA Sacramento,"2,669",13.4
5861,CA Riverside,"1,226",8.0
5862,CA San Diego,"2,372",6.9
5863,CA San Buenaventura (Ventura),"3,950",8.5
5864,CA Sacramento,"7,533",8.6
5865,CA San Diego,"7,140",10.2
5866,CA San Diego,"5,271",7.5
5867,CA San Buenaventura (Ventura),"7,430",9.4
5868,CA San Diego,"6,590",5.7
5869,CA Sacramento,"6,086",12.1
5870,CA Sacramento,"2,505",7.7
5871,CA San Bernardino,"3,822",14.4
5872,CA San Diego,"5,043",12.7
5873,CA Sacramento,"2,779",9.9
5874,CA Riverside,"8,333",7.8
5875,CA San Diego,"4,009",6.4
5876,CA San Diego,"5,087",3.2
5877,CA Riverside,"3,127",9.8
5878,CA Sacramento,"8,370",10.9
5879,CA Riverside,"303,871",9.5
5880,CA San Diego,"4,947",6.2
5881,CA Sacramento,"1,082",9.2
5882,CA Sacramento,"3,005",4.7
5883,CA San Diego,"4,733",5.8
5884,CA San Bernardino,"3,450",12.8
5885,CA San Diego,"4,226",13.1
5886,CA Roseville,"3,902",7.7
5887,CA San Diego,"4,573",10.1
5888,CA Roseville,"3,493",16.4
5889,CA Riverside,786,9.4
5890,CA Roseville,"4,396",7.2
5891,CA Sacramento,"5,290",14.7
5892,CA Sacramento,"7,689",6.5
5893,CA Salinas,"4,842",12.5
5895,CA San Diego,"4,463",6.6
5896,CA San Diego,"4,228",14.5
5897,CA San Diego,"13,017",8.4
5898,CA San Diego,"4,167",11.3
5899,CA San Diego,"2,466",6.4
5900,CA San Diego,131,5.8
5901,CA Roseville,"118,788",7.5
5902,CA Salinas,"4,752",10.1
5903,CA San Bernardino,"5,570",14.0
5904,CA Sacramento,"4,219",14.1
5905,CA Sacramento,"4,763",13.7
5906,CA San Diego,"3,934",6.5
5908,CA San Diego,"4,772",6.9
5909,CA San Diego,"6,619",11.7
5910,CA San Diego,"3,703",4.9
5911,CA Sacramento,"6,563",11.2
5912,CA San Diego,"8,846",6.6
5913,CA San Diego,"6,493",7.3
5914,CA San Diego,"3,068",5.7
5915,CA Salinas,"5,512",10.2
5916,CA San Bernardino,"3,339",14.8
5918,CA San Diego,"3,446",9.3
5919,CA Salinas,"7,143",12.8
5920,CA San Diego,"2,503",6.2
5921,CA Sacramento,"2,806",16.0
5922,CA Sacramento,"1,586",15.0
5923,CA San Diego,"2,237",6.3
5924,CA San Bernardino,"4,406",12.3
5925,CA Roseville,"4,754",7.6
5926,CA San Diego,"6,256",13.2
5927,CA Sacramento,"4,965",9.9
5928,CA San Diego,"7,295",8.3
5929,CA San Diego,"7,316",4.8
5930,CA San Diego,"2,642",5.0
5931,CA Salinas,"3,465",10.0
5932,CA Sacramento,"5,456",14.6
5933,CA San Diego,"4,428",7.1
5934,CA San Diego,"7,298",13.6
5935,CA Riverside,"5,249",9.1
5937,CA San Diego,"5,160",14.2
5938,CA Riverside,"7,387",6.9
5939,CA San Buenaventura (Ventura),"3,576",10.4
5940,CA Sacramento,"4,010",7.0
5941,CA Sacramento,"4,686",8.7
5942,CA Riverside,"6,702",10.2
5943,CA Salinas,"3,094",11.8
5944,CA Sacramento,"4,073",11.0
5945,CA San Diego,"5,750",8.0
5946,CA San Diego,"4,316",7.8
5947,CA San Bernardino,"1,513",22.3
5948,CA San Diego,"2,884",8.7
5950,CA Sacramento,"3,497",6.8
5951,CA San Diego,"3,514",9.0
5952,CA San Diego,"2,633",6.7
5953,CA Sacramento,"3,040",3.5
5954,CA San Diego,"5,369",12.8
5955,CA San Diego,"1,940",6.2
5956,CA Salinas,"150,441",12.9
5957,CA Riverside,582,19.2
5958,CA Salinas,"3,646",8.7
5959,CA San Diego,"5,972",6.9
5960,CA San Diego,"4,193",11.6
5961,CA San Bernardino,"6,241",13.9
5962,CA San Bernardino,"3,981",14.5
5963,CA Riverside,"4,458",11.7
5964,CA San Bernardino,"7,749",10.9
5965,CA San Diego,"5,318",7.4
5966,CA San Diego,"3,669",5.6
5967,CA San Buenaventura (Ventura),"106,433",8.6
5968,CA Riverside,"5,622",10.2
5969,CA San Bernardino,"4,712",11.2
5970,CA Roseville,"1,558",7.0
5971,CA San Diego,"1,948",11.3
5972,CA San Diego,"4,637",7.1
5973,CA San Diego,"3,975",6.0
5974,CA San Diego,"4,773",8.7
5975,CA San Diego,"3,805",4.9
5976,CA Riverside,"4,550",8.4
5977,CA San Diego,"6,585",7.9
5978,CA San Diego,"3,462",7.8
5979,CA San Buenaventura (Ventura),"4,270",9.0
5980,CA Sacramento,"5,473",8.2
5981,CA San Diego,"3,688",6.0
5982,CA Riverside,"6,414",13.8
5983,CA San Diego,"3,217",11.5
5984,CA San Diego,"3,048",3.5
5985,CA Riverside,"2,943",12.0
5986,CA San Diego,"4,796",7.5
5987,CA Roseville,"2,980",9.3
5988,CA Sacramento,"7,159",12.8
5989,CA San Bernardino,"209,924",13.0
5990,CA Sacramento,"3,345",10.0
5991,CA San Diego,"4,427",3.5
5992,CA San Diego,"5,605",9.4
5993,CA Sacramento,"4,592",13.1
5994,CA Sacramento,"6,740",13.6
5995,CA Sacramento,"3,156",7.0
5996,CA San Diego,"2,947",8.1
5997,CA San Diego,"4,450",10.7
5998,CA San Diego,"5,673",6.8
5999,CA San Diego,"6,442",7.5
6000,CA Salinas,"2,548",14.7
6001,CA San Diego,"5,206",8.4
6002,CA San Diego,"5,148",7.3
6003,CA Riverside,"4,459",9.0
6004,CA San Diego,"3,108",6.8
6005,CA San Jose,"2,533",8.7
6006,CA San Mateo,"2,637",7.1
6007,CA San Jose,"6,280",7.3
6008,CA San Jose,"5,334",7.4
6009,CA San Jose,"8,841",7.3
6010,CA San Francisco,"5,667",8.2
6011,CA San Jose,80,7.7
6012,CA San Jose,"4,523",3.5
6013,CA San Francisco,"2,099",9.6
6014,CA San Francisco,"6,343",8.5
6015,CA San Ramon,"72,148",6.5
6016,CA San Jose,"5,085",8.2
6017,CA San Jose,"4,828",8.7
6018,CA San Francisco,"4,551",12.8
6019,CA San Jose,"5,978",7.1
